product_name;price;product_vat_rate;product_msr;product_characteristics;okpd2_code;okpd2_name;inn;country_code
Книжка-раскраска А5, 4 л., HATBER с наклейками, Мои первые уроки, Домашние птицы, 4Р5н 05825;46.9;10%;Штука;Описание: Книжка-раскраска А5, 4 л., HATBER с наклейками, Мои первые уроки, Домашние птицы, 4Р5н 05825 || Внутренний блок: офсет || Длина: 200мм || Индивидуальная упаковка: True || Количество листов: 4 || Масса: 30г || Название серии: Мои первые уроки || Обложка: мелованный картон || Плотность внутренного блока: 100 || Плотность обложки: 170 || С наклейками: False || Тип скрепления: скрепка || Формат: А5 || Ширина: 14.0см;58.11.11.000;Учебники печатные общеобразовательного назначения;3ce5397064adfec4f56a7eeba43325ca;643
Диск сцeпления нaжимной КАМАЗ ЕВРО MFZ-430;31850.0;20%;Штука;Описание: Диск сцeпления нaжимной КАМАЗ ЕВРО MFZ-430 || Высота: 0.11м || Ширина: 0.53м || Вес: 36,2кг || Вид запчасти: Трансмиссии || Вид продукции: Товары || Вид товаров: Товары для автотехники || Вид товаров для автотехники: Запчасти || Длина: 0.53м;29.32.30.390;Части и принадлежности для автотранспортных средств прочие, не включенные в другие группировки;4c61c6c30970e014fc4823a0f0aae014;643
Кофемашина капсульная Delonghi NESPRESSO EN85.B;11125.0;20%;Штука;Автоматическое выключение: True || Высота: 210.0мм || Гарантийный срок: 24.0мес || Глубина: 320.0мм || Максимальное давление: 19.0бар || Мощность: 1260Вт || Подогрев чашек: False || Приготовление молочных напитков: False || Регулировка порции воды: True || Тип используемых капсул: Nespresso || Ширина: 110.0мм || Энергосберегающий режим: False || Описание: Кофемашина капсульная Delonghi NESPRESSO EN85.B;27.51.24.120;Электрокофеварки;5ec13fecadbca573b4a5f7e930671bcc;156
Сейзар таб 50мг бл №10х3 Алкалоид Македония;825.66;10%;Штука;Лекарственная форма: таблетки || Наименование фасовки: БЛИСТЕР || Дозированная форма: True || Дозировка: 50 мг || Жизненно-необходимые и важнейшие лекарственные препараты: False || Количество в первичной упаковке: 10 || Количество во вторичной упаковке: 3 || Международное непатентованное название: Ламотриджин || Описание: Сейзар таб 50мг бл №10х3 Алкалоид Македония;21.20.10.233;Препараты противоэпилептические;9acb6e9faba8b56970a398c331c4bd19;""
Подложка для торта усиленная;75.0;Без НДС;Штука;Вид посуда: Посуда одноразовая || Цвет: Золотой || Вид товаров: Посуда || Материал: Картон || Вид продукции: Товары || Толщина: 1.5мм || Диаметр: 24.0см || Вид одноразовой посуды: Посуда одноразовая бумажная || Описание: Подложка для торта усиленная;17.22.13;Подносы, блюда, тарелки, чашки и аналогичные изделия из бумаги или картона;ef8a6eb22845d126dbc1a388567438e5;643
Стол письменный эргономичный Эко, 1400х900х740 мм, левый, орех;10143.0;20%;Штука;Высота: 0.0мм || Вес: 36,6кг || Глубина: 0.0мм || Комка пвх: 2мм || Материал кромки: ПВХ || Материал:: ЛДСП || Регулируемые  опоры: True || Цвет: Орех || Ширина: 0.0мм || Описание: Стол письменный эргономичный Эко, 1400х900х740 мм, левый, орех;31.01.1;Мебель для офисов и предприятий торговли;3ce5397064adfec4f56a7eeba43325ca;""
Табличка «Опасная зона, машины не ставить (Металл 270х200мм);900.0;20%;Штука;Описание: Табличка «Опасная зона, машины не ставить (Металл 270х200мм) || Вид офисных принадлежностей: Доски магнитно-маркерные, флипчарты, стенды, таблички, демонстрационные системы || Вид  магнитно-маркерных досок, флипчартов: Стенды, таблички, карманы информационные || Вид продукции: Товары || Вид товаров: Офисные принадлежности || Высота: 20.0см || Материал: Металл || Пленка: А || Расположение: Горизонтальное || Светоотражение: True || Согласование макета: True || Ширина: 27.0см;22.29.29.190;Изделия пластмассовые прочие, не включенные в другие группировки;8209e289d9165f4acf020cd469e7c03c;643
Анкер с гайкой 10х120;38.0;Без НДС;Штука;Описание: Анкер с гайкой 10х120 || Длина: 120мм || Диаметр установки: 10мм || Диаметр резьбы: М8 || Вид работ: Внутренние и наружные || Вид крепежа: Общестроительный || Покрытие: Желтопассивированный || Применение: Монтаж различных конструкций (стальные конструкции, барьеры, ограждения и т.д.) в полнотелых материалах || Фасовка: 1шт || Шаг резьбы: Метрическая резьба || Материал изделия: сталь;25.94;Изделия крепежные и винты крепежные;63e618949f5b42ef2f40e340fb1ebb6e;""
Печенье сливочное Leibniz nins 100г;155.1;20%;Штука;Описание: Печенье сливочное Leibniz nins 100г || Масса нетто: 100.0г || Вид печенья: Сдобное || Глазурь: False || Количество в транспортном коробе: 21шт || Наполнитель: False || Срок хранения от даты производства (месяцев): 12 || Тип упаковки: мягкая;10.72.12.120;Печенье сладкое;b711eb14ed10ebb2dc87d8cffe6a10df;616
Гелевые многоразовые наклейки ДИНОЗАВРЫ;842.8;20%;Упаковка;Описание: Гелевые многоразовые наклейки ДИНОЗАВРЫ || В комплект входит: 12 наклеек || Вес: 48г || Вид продукции: Товары || Вид товаров: Товары для детей || Вид товары для детей: Товары для детского творчества || Возраст от: 3лет || Габаритные размеры: 4x15x25см || Количество листов: 1шт || Материал: Бумага самоклеющаяся;58.11.13.000;Книги печатные для детей;ab9779294aa3c42a9af25edc1f7e1f84;156
Картридж HP Q5951A;8000.0;Без НДС;Штука;Описание: Картридж HP Q5951A || Модель картриджа: Q5951A || Производитель расходных материалов для печатающей техники: Cactus || Ресурс:: 10000стр || Тип расходного материала: Лазерный || Цвет: Голубой;26.20;Компьютеры и периферийное оборудование;410025c68c3c3580cc6dc732ea996622;""
Стакан-непроливайка СТАММ Cristal, белый, прозрачный;18.0;Без НДС;Штука;Описание: Стакан-непроливайка СТАММ Cristal, белый, прозрачный || Вес: 22г || Объем: 0см[3*] мл || Цвет: белый;20.30.23.110;Краски для художников, учащихся или оформителей вывесок;766fe416835260900f67379de663439c;""
Книга: Сказки народа ханты;454.0;10%;Штука;Вид товаров: Литература и полиграфическая продукция || Isbn: 978-5-9775-3612-7 || Вес: 580.0г || Вид литература и полиграфическая продукция: Литература для обучения! || Вид переплета: 7 БЦ || Вид продукции: Товары || Виды литературы для обучения: Литература детская для обучения || Габаритные размеры: 294 x 213 x 10мм || Год выпуска: 2020г лет || Количество страниц: 80шт || Редактор-составитель: Кондукова Е. || Язык издания: русский || Описание: Книга: Сказки народа ханты;58.1;Услуги по изданию книг, периодических изданий и прочие издательские услуги;c09bf34647e0c43437ad6f51961c9fee;643
Пособие для незрячих Домашние животные;9281.0;Без НДС;Штука;Вид продукции: Товары || В комплект входят: 2 альбома в мягком переплете. Плоскопечатных листов: 7. Брайлевских листов: 34 || Вид товаров: Товары для образовательных организаций || Вид товары для образовательных организаций: Учебные пособия || Возраст от: 3лет || Краткое описание: Пособие представляет собой рельефное изображение домашних животных и их описание. || Материал: Картон || Размер упаковки: 32*22*3см || Описание: Пособие для незрячих Домашние животные;32.99.53.130;Приборы, аппаратура и устройства учебные демонстрационные;84f5393e9f48e73c60539f4584c2131f;643
Z-5R контроллер для замков;1000.0;Без НДС;Штука;Описание: Z-5R контроллер для замков || Материал: Пластик || Возможность записи содержимого памяти контроллера в ключ ds1996l и наоборот: True || Защита от неправильного включения: True || Интерфейс связи со считывателем: Dallas TM (iButton) || Количество ключей: 1364шт || Рабочая температура: -30...+50[0*]С || Размеры: 45х25х14мм || Световая и звуковая индикация режимов работы: True;27.90.20.120;Приборы световой и звуковой сигнализации электрические;314abe6525e7958933602df2824f8252;643
Термовоздуходувка Makita HG6530VK;17000.0;Без НДС;Штука;Вид инвентарь, инструменты: Инструмент электрический и моторизованный || Вид инженерно-строительные товары: Инвентарь, инструменты || Вид товаров: Инженерно-строительные товары || Вид электрического и моторизованного инструмента: Термофены || Мощность: 2000.0Вт || Расход воздуха: 280/500/550литры в минуту || Температура воздуха: 50-650[0*]С || Тип фена: щеточный || Описание: Термовоздуходувка Makita HG6530VK;28.24.11.000;Инструменты ручные электрические;a7ecdc9d5cee275ea42888e92990fe7d;156
Тачка садовая одноколесная Сибртех 68919 90 л грузоподъемность 175 кг;4482.5;20%;Штука;Описание: Тачка садовая одноколесная Сибртех 68919 90 л грузоподъемность 175 кг || Вид товаров: Инженерно-строительные товары || Высота: 710мм || Грузоподъемность: 175кг || Длина: 1420мм || Количество колес: 1шт || Материал: полипропилен/сталь || Объем: 90.0л дм[3*] || Накладки на ручки: есть || Ширина: 580мм || Вес: 11,7кг || Вид инвентарь, инструменты: Ручной садовый инструмент || Вид инженерно-строительные товары: Инвентарь, инструменты;25.73.30;Инструмент ручной прочий;b711eb14ed10ebb2dc87d8cffe6a10df;643
Пневмогидроусилитель сцепления ROSTAR VG-3356 в сборе КАМАЗ КПП ZF;6232.0;20%;Штука;Описание: Пневмогидроусилитель сцепления ROSTAR VG-3356 в сборе КАМАЗ КПП ZF || Вес: 3.32кг || Вид запчасти: Трансмиссии || Вид продукции: Товары || Вид товаров: Товары для автотехники || Вид товаров для автотехники: Запчасти || Высота: 0.14м || Длина: 0.38м || Ширина: 0.28м;29.32.30.390;Части и принадлежности для автотранспортных средств прочие, не включенные в другие группировки;4c61c6c30970e014fc4823a0f0aae014;643
Журнал учёта справочно-библиографического обслуживания;111.6;Без НДС;Штука;Переплет: мягкая, скрепка || Страна происхождения: Россия || Вес: 101г || Количество страниц: 48стр || Обложка: припрессовка глянцевой плёнкой || Размер: 200 x 285 x 2мм || Описание: Журнал учёта справочно-библиографического обслуживания;17.23.13.110;Журналы регистрационные из бумаги или картона;f81701c5b0371b8f7f7646249322603c;643
Стол тумба медицинский лабораторный;68550.2;Без НДС;Штука;Описание: Стол тумба медицинский лабораторный || Нагрузка на столешницу (max): 25кг || Основной цвет: белый || Вес изделия: 51кг || Максимальная нагрузка на полку: 10кг || Габаритные размеры (вхшхг): 1025х1500х500мм;32.50.30.110;Мебель медицинская, включая хирургическую, стоматологическую или ветеринарную, и ее части;0ffbd845c8a06c0882399f1f833b5552;""
Полотно техническое ХПП, плотное, светлое, 0,75х50 м, 200 г/м2, шаг 2,5 мм, уборка/обтирка, Премиум ЛАЙМА;2101.95;20%;Штука;Вид технической ткани: полотно холстопрошивное || Длина: 50 || Масса: 9.4кг || Отбеленная ткань: True || Плотность: 200 || Применение: обтирка, протирка, ремонт, уборка || Состав ткани: хлопок || Ширина: 75см || Описание: Полотно техническое ХПП, плотное, светлое, 0,75х50 м, 200 г/м2, шаг 2,5 мм, уборка/обтирка, Премиум ЛАЙМА;13.92.29.110;Тряпки для мытья полов, посуды, удаления пыли;3ce5397064adfec4f56a7eeba43325ca;""
Полка для Стеллажа Т-120/L (2000х1845х455) M/4/У;4000.0;Без НДС;Штука;Вид продукции: Товары || Вид стеллажей: Стеллажи металлические! || Вид товаров: Мебель общего назначения || Виды мебели общего назначения: Стеллажи || Виды стеллажей металлических: Стеллажи складные металлические || Высота стеллажа: 2000.0мм || Глубина: 45.5см || Количество полок: 4.0шт || Материал: Сталь с полимерным покрытием || Нагрузка на полку: 350кг || Тип покрытия: порошковое || Ширина: 184.5см || Описание: Полка для Стеллажа Т-120/L (2000х1845х455) M/4/У;31.09.11.120;Стеллажи, стойки, вешалки металлические;9ed641024141ffe89135cce8328968ee;643
Грамота детская;7.3;Без НДС;Штука;Формат: А4 || Вид материала: Картон || Вид товара: Грамота || Длина: 297.0мм || Для печати на принтере: Да || Ориентация: вертикальная || Плотность материала, г/м2: 170.0 || Требования к товару: Грамота детская || Ширина: 210.0мм || Описание: Грамота детская;58.19.11;Открытки почтовые печатные, открытки поздравительные и прочая издательская продукция печатная;88d5d243200e229d0c27e76aeaf24f0e;643
Смеситель универсальный G-lauf JIK7-A102-A двухрычажный хром;1540.0;Без НДС;Штука;Описание: Смеситель универсальный G-lauf JIK7-A102-A двухрычажный хром || Встраиваемый: False || Количество монтажных отверстий: 2шт || Конструкция: поворотный излив || Лейка для душа с шлангом: приобретается отдельно || Монтаж: на вертикальную поверхность || Нагрев воды: False || Назначение: универсальный || Покрытие: хром || Термостат: False || Тип: двухрычажный || Тип подводки: жесткая || Форма излива: традиционная || Холодный старт: False || Эко-режим: False;28.14.12.110;Краны, клапаны для раковин, моек, биде, унитазов, ванн и аналогичная арматура;896774e4d8f2f2f755c79eb2de4edbd6;""
Персональный компьютер  Intel i3-10105/16Gb/256Gb SSD m2/1Tb HDD/350W/Win10/office2019;81100.0;20%;Штука;Частота процессора: 3.7ГГц || Емкость накопителя ssd: 256Гбайт || Жесткий диск ssd: 1шт || Жесткий диск: HDD SATA || Оперативная память: DDR4 || Объем установленного жесткого диска: 1000Гбайт || Количество разъемов usb на задней панели: 6шт || Количество ядер процессора: 4шт || Процессор: Intel Core i3 || Объем оперативной памяти: 16.0Гбайт || Устройство охлаждения (кулер): (Soc-1200/1150/ 1151/ 1155 4-pin 18-33dB Al 95W 370gr Ret) || Цвет: Чёрный || Материнская плата: H510M H(LGA 1200, Intel H510, 2xDDR4-3200 МГц, 1xPCI-Ex16, аудио 7.1) || Описание: Персональный компьютер  Intel i3-10105/16Gb/256Gb SSD m2/1Tb HDD/350W/Win10/office2019;26.20.15.000;Машины вычислительные электронные цифровые прочие, содержащие или не содержащие в одном корпусе одно или два из следующих устройств для автоматической обработки данных: запоминающие устройства, устройства ввода, устройства вывода;661a74bd2cee7e8ab98d3edf0f92ee3b;643
Карандаш канцелярский механический;28.0;Без НДС;Штука;Виды письменных принадлежностей: Карандаш || Диаметр грифеля: 0.7мм || Наличие ластика:: True || Наличие резинового держателя: Нет || Тип механизма: Цанговый || Вид карандашей: Механический || Вид материала корпуса: Пластик || Вид продукции: Товары || Вид товаров: Письменные принадлежности || Описание: Карандаш канцелярский механический;32.99.12.130;Карандаши механические;165f84f85520229578c9b1c5e97ef292;156
Шкурка на тканевой основе, KK18XW, зернистость 12Н(P100), бобина 200мм х 20м, водостойкая (БАЗ)// Россия;2640.3;20%;Рулон;Зернистость: 100мкм || Длина: 200см || Водостойкая: True || Ширина: 200мм || Основа: ткань || Назначение: для шлифования поверхности || Описание: Шкурка на тканевой основе, KK18XW, зернистость 12Н(P100), бобина 200мм х 20м, водостойкая (БАЗ)// Россия;23.91.12;Порошок абразивный или зерно на тканевой, бумажной или картонной основе (шкурка шлифовальная);edd26bad850bd7ed9eea00bcab476d7d;""
Букет из живых срезанных цветов;3490.0;Без НДС;Штука;Цвет: Рыжий с зеленью || Альстрёмерия: 2шт || Гвоздика: 7шт || Гербера мини: 4шт || Длина стебля: 50см || Дополнительные растительные компоненты: Салал || Камилла: 3шт || Лилия: 1шт || Роза: 5шт || Тюльпан: 6шт || Упаковка: Фетр || Описание: Букет из живых срезанных цветов;01.19.21.190;Цветы срезанные прочие;f21e1a3cb01ef4cebedb690c00df84fb;""
Сборная модель из дерева Lori Скворечник Уютный домик;949.0;Без НДС;Штука;Возрастная группа: 5г лет || Количество деталей: 12шт || Материал изготовления :: дерево || Пол ребенка :: унисекс || Разборная конструкция: True || Габаритные размеры: 290х250х165мм || Описание: Сборная модель из дерева Lori Скворечник Уютный домик;32.40.20.131;Наборы конструкторские и игрушки для конструирования деревянные прочие;7b9243d266bb7d41fb46c50e0a601d29;643
Металлодетектор Turbosky MD-Z01;2690.0;20%;Штука;Время работы: 40ч || Гарантийный срок: 12мес || Длина: 41см || Комплектация: Металлодетектор Turbosky MD-Z01  Держатель для металлоискателя  Инструкция  Упаковка || Описание: Ручной металлоискатель Turbosky MD-Z01 - это простое и удобное в использовании устройство. Этот ручной металлоискатель обладает такими функциями, как звуковые подсказки и автоматический сигнал тревоги при израсходованной батарее. Устройство не нуждается в дополнительной настройке, оно готово к использованию даже для не профессионалов.  Металлоискатель Турбоскай MD-Z01 предназначен для сотрудников службы безопасности, охраны, таможни, аэропорта, железнодорожного или речного вокзала и используется для досмотра пассажиров и грузов. Данный металлодетектор также используется при досмотре в промышленной сфере.  Металлодетектор Turbosky MD 01 обладает высокой чувствительностью. Его глубина обнаружения зависит от размеров предмета и составляет от 2 до 16 см. Металлодетектор подскажет Вам об обнаружении предмета подсветкой (3 цветные лампочки: зеленая, желтая и красная), а также на выбор либо звуковым оповещением, либо вибрацией.  Металлодетектор Турбоскай MDZ01 способен обеспечить 40 часов непрерывной работы. Он используется с элементом питания Крона 6F22(9v). При близости к полной разрядке аккумулятора глубина обнаружения предметов не снижается. || Тип металлодетектора: Ручной || Тип питания: Крона 9V || Функционал: 3 цветные лампочки для оповещения об обнаружении  разные режимы оповещения: звук и вибрация  звуковой индикатор включения, разрядки батареи  низкое энергопотребление (способен работать до 40 часов непрерывно)  использует аккумулятор Крона 6F22(9v)  высокая чувствительность. || Описание: Металлодетектор Turbosky MD-Z01;27.90.20.120;Приборы световой и звуковой сигнализации электрические;6f7be106cc8c59e18ea1510df20127e9;156
Шпатлевка Vetonit LR +;1190.0;Без НДС;Килограмм;Описание: Шпатлевка Vetonit LR + || Время высыхания одного слоя: 24ч || Размер фракции: 0.3миллимметр || Цвет: белая || Вес: 20кг || Назначение: Финишная шпаклевка белого цвета на полимерном связующем;23.64.10.110;Смеси строительные;4f5a9c1990365860b8db4d53bfeb6e02;643
Кисть малярная плоская Сибртех из натуральной щетины 75 мм;101.25;Без НДС;Штука;Вид: плоская || Материал обоймы кисти: металл || Ширина: 75мм || Материал рукоятки: дерево || Длина: 210мм || Описание: Кисть малярная плоская Сибртех из натуральной щетины 75 мм;25.73.30;Инструмент ручной прочий;8ec30f4a2767a82d4057ee97ebbad660;643
АСТРИ САХАРНАЯ ПОМАДКА;450.0;20%;Килограмм;Вид глазури шоколадной: Белая || Вид кондитерское изделие: Покрытия кондитерские || Вид пищевые продукты: Кондитерское изделие || Вид продукта: Сахарная помадка || Вид продукции: Товары || Вид товаров: Пищевые продукты || Масса нетто: 14000.0г || Назначение: Для покрытия и декорирования хлебобулочных и кондитерских изделий || Нормативный технический документ, регламентирующий качество продукта: ТР ТС 021/2011 О безопасности пищевой продукции || Остаточный срок годности на момент поставки: 4мес || Тип посыпки кондитерской: Сахарная || Тип упаковки: Пластиковое ведро || Цвет покрытия кондитерского: Белый || Описание: АСТРИ САХАРНАЯ ПОМАДКА;10.82.23.290;Изделия кондитерские сахаристые прочие, не включенные в другие группировки;7e44f29f2a1092b76d60da54ab3ac30c;""
Средство для мытья посуды Синергетик 500мл с дозатором;106.96;20%;Штука;Описание: Средство для мытья посуды Синергетик 500мл с дозатором || Схема вложения: 15шт || Гост/ту: False || Концентрат: False || Объем (мл): 500см[3*] мл || Отдушка: нейтральная || Форма выпуска: гель;20.41.32.111;Средства для мытья посуды;3ce5397064adfec4f56a7eeba43325ca;643
Сменные лезвия SPUTNIK Stainless для безопасных бритв 5шт;103.4;20%;Упаковка;Описание: Сменные лезвия SPUTNIK Stainless для безопасных бритв 5шт || Количество лезвий: 5шт || Количество сменных кассет в упаковке: 0шт || Количество станков в упаковке: 0шт || Материал: Нержавеющая сталь || Пол: женский/мужской || Серия: Спутник || Страна происхождения: Россия || Тип: сменные лезвия;25.71.12.120;Лезвия для бритв;b711eb14ed10ebb2dc87d8cffe6a10df;""
Кисть круглая 60 мм;85.0;20%;Штука;Материал рукоятки : дерево || Материал бандажа: Пластик || Щетина: Натуральная || Вид инвентарь, инструменты: Инструмент ручной || Вид инженерно-строительные товары: Инвентарь, инструменты || Тип изделия: Круглая || Вид малярного инструмента: Кисти || Вид продукции: Товары || Вид ручного инструмента: Инструмент ручной малярный || Вид товаров: Инженерно-строительные товары || Диаметр: 60мм || Длина щетины: 50мм || Описание: Кисть круглая 60 мм;25.73.30;Инструмент ручной прочий;48539b883d41ebeea24dc534f699e31a;""
Кастрюля без крышки 6 л.;5039.0;20%;Штука;Страна производитель: Китай || Цвет: Металлический || Высота: 200.0мм || Диаметр: 200.0мм || Материал: Нержавеющая сталь || Наличие крышки: нет || Объем: 0.6л дм[3*] || Подходит для индукционных плит: True || Описание: Кастрюля без крышки 6 л.;25.99.12.112;Изделия столовые, кухонные и бытовые и их детали из нержавеющей стали;1b639d9fc5ee2c6cc9f36941263fa4de;""
Эмаль ПФ-115 белая глянц, 20кг, FARBITEX;6900.0;20%;Штука;Вид товаров: Товары для ремонта или строительства || Вид материала: Лакокрасочный || Вид продукции: Товары || Виды материалов лакокрасочных, покрытий наносимых (кроме огнезащитных): Эмали || Виды товаров строительных: Материал || Возможность колеровки: Нет || Время высыхания: 24.0ч || Группа: Атмосферостойкая (1) || Масса нетто: 20.0кг || Область применения: Для внутренних работ || Окрашиваемая поверхность: Бетон, Дерево, Металл || Расход на однослойное покрытие, гр/м2: 150.0 || Тип тары (потребительская упаковка): Металлическая банка || Тип эмали: Алкидно-акриловая || Описание: Эмаль ПФ-115 белая глянц, 20кг, FARBITEX;20.30.12.130;Эмали на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде;ff35d7118c098f773a7ba32684250ecf;643
Папка-регистратор Комус мрам.картон 75мм перс лайм,бум/бум,карм.кор,мет.уг;334.4;20%;Штука;Материал внутреннего покрытия: Бумага || Наличие кармана на внутренней обложке папки: Нет || Наличие кармана на корешке папки: Да || Ширина корешка: 75.0мм || Цвет: Зеленый || Формат: А4 || Страна происхождения: Россия || Ориентация: Вертикально || Наличие реестра на внутренней обложке: True || Вместимость папки: 480.0л. || Защита нижнего края папки регистратора: Металл || Количество в упаковке: 1.0шт || Количество штук в транспортном коробе: 20шт || Материал внешнего покрытия: Бумага || Описание: Папка-регистратор Комус мрам.картон 75мм перс лайм,бум/бум,карм.кор,мет.уг;17.23.13.193;Папки и обложки из бумаги или картона;b711eb14ed10ebb2dc87d8cffe6a10df;643
Мешки для мусора ПВД 200л 90x130см 65мкм черные 5шт/уп Концепция Быта Профи;279.0;20%;Упаковка;Описание: Мешки для мусора ПВД 200л 90x130см 65мкм черные 5шт/уп Концепция Быта Профи || Ароматизированные: False || Биоразлагаемые: False || Вес: 0.52кг || Высота ведра не более, см: 91 || Длина, см: 130см || Количество в упаковке: 0.0шт || Количество рулонов в транспортной коробке: 25шт || Круглое ведро: верхний диаметр не более, см || Материал: полиэтилен высокого давления (ПВД) || Наличие ручек/завязок: False || Объем: 200.0л дм[3*] || Плотность: 65мкм || Страна производства: Россия || Тип упаковки: пачка || Ширина, см: 90см;22.22.1;Изделия пластмассовые упаковочные;1a704f35389abe04eefc7026893dcb84;""
Эмаль автомобильная VIKA МЛ-1110, 2, 0 кг., 1115 Синяя;1715.0;20%;Штука;Описание: Эмаль автомобильная VIKA МЛ-1110, 2, 0 кг., 1115 Синяя || Вес: 2.0кг || Быстросохнущая: True || Вид товаров: Товары для ремонта или строительства || Вид упаковки: Банка || Виды материалов лакокрасочных, покрытий наносимых (кроме огнезащитных): Эмали || Цвет: Синяя;20.30.12.130;Эмали на основе сложных полиэфиров, акриловых или виниловых полимеров в неводной среде;402f3286b9dbb1f4eee67e69e5fa3d84;643
Папка с боковым металлическим прижимом и внутренним карманом BRAUBERG «Contract», зеленая, до 100 л., 0,7 мм, 221789;210.21;20%;Штука;Торговая марка: BRAUBERG || Вес с упаковкой: 147г || Вид материала: полипропилен || Вместимость папки: 100.0л. || Высота: 310мм || Карман на корешке папки: True || Количество в упаковке: 1.0шт || Механизм подшивки: прижим || Наличие кармана на внутренней обложке папки: True || Расположение прижима: боковой || Текстура: линия || Толщина пластика: 0.7мм || Формат папки: А4 || Формат папки ориентирован: вертикально || Цвет: зеленый || Ширина: 230мм || Ширина корешка: 21.0мм || Этикетка на корешке: сменная || Описание: Папка с боковым металлическим прижимом и внутренним карманом BRAUBERG «Contract», зеленая, до 100 л., 0,7 мм, 221789;22.29.25.000;Принадлежности канцелярские или школьные пластмассовые;3ce5397064adfec4f56a7eeba43325ca;""
Пробирки вакуумные с тромбином для исследования сыворотки крови 2 мл. 13х75 мм.  оранжевая крышка;1336.0;Без НДС;Упаковка;Высота: 75.0мм || Диаметр: 13.0мм || Количество в упаковке, шт: 100 || Объем: 2.0см[3*] мл || Описание: Пробирки вакуумные с тромбином для исследования сыворотки крови 2 мл. 13х75 мм.  оранжевая крышка;32.50.50;Изделия медицинские, в том числе хирургические, прочие;c2c3bea3f9fe8262cea420f1b6d3772b;643
Картридж лазерный CACTUS (CS-Q6471A) для HP ColorLaserJet 3600N/3600DN/3800N, голубой, ресурс 4000 стр.;3041.64;20%;Штука;Вес: 0.0кг || Количество в упаковке: 1шт || Ресурс при 5% заполнении листа А4: 4000копий || Тип печати: для лазерной печати || Тип расходного материала: совместимый || Описание: Картридж лазерный CACTUS (CS-Q6471A) для HP ColorLaserJet 3600N/3600DN/3800N, голубой, ресурс 4000 стр.;26.20;Компьютеры и периферийное оборудование;3ce5397064adfec4f56a7eeba43325ca;""
Метла березовая Эконом 10 шт/уп;620.73;20%;Упаковка;Кол-во в упаковке: 10шт || Вид товаров: Хозяйственные товары || Вид метлы, ерши щетки для уборки: Метлы для уборки || Вид продукции: Товары || Наличие черенка: Нет || Вид хозяйственные товары: Уборочный инвентарь || Вид упаковки: пучок || Описание: Метла березовая Эконом 10 шт/уп;32.91.11.000;Метлы и щетки для домашней уборки;b711eb14ed10ebb2dc87d8cffe6a10df;643
Зета плюс, слепочная масса, набор;6760.0;10%;Набор;Вид упаковки: коробка || Время замешишивания: 30с || Время схватывания: 4.0мин || Назначение: C-Силикон очень высокой вязкости || Состав набора: МАССА 900 ГР + ГЕЛЬ+ КОРРЕГИРУЮЩИЙ + БЛОКНОТ || Описание: Зета плюс, слепочная масса, набор;32.50;Инструменты и оборудование медицинские;c6f5e3afac359918955bad978b5069de;380
Средство от насекомых фумигатор + жидкость NADZOR (Надзор), 30 ночей;139.0;20%;Штука;Описание: Средство от насекомых фумигатор + жидкость NADZOR (Надзор), 30 ночей || Масса: 110г || Средство от насекомых: комаров || Тип средства: электрофумигатор;20.20.11;Инсектициды;c2c3bea3f9fe8262cea420f1b6d3772b;""
Скетчбук Проф-пресс Дизайн с животными А6 80 листов;113.3;20%;Штука;Описание: Скетчбук Проф-пресс Дизайн с животными А6 80 листов || Материал обложки: картон || Вид продукции: Товары || Тип крепления листов: Спираль || Формат листа: А6 || Вид товаров: Товары для творчества || Вид товаров для творчества: Альбом для рисования || Количество листов: 80.0шт || Плотность бумаги: 80грамм на квадраный метр;17.23.13.190;Принадлежности канцелярские прочие из бумаги или картона;b711eb14ed10ebb2dc87d8cffe6a10df;643
Выключатель 2-х клавишный;300.0;Без НДС;Штука;Описание: Выключатель 2-х клавишный || Индикация: False || Количество клавиш: 2шт || Материал изделия: пластик || Напряжение: 250В || Номинальный ток: 10А || Серия: Мира || Способ монтажа: скрытая проводка || Степень защиты: IP20 || Страна: Китай || Цвет: белый;27.33.11;Выключатели на напряжение не более 1 кВ;1fbd7d0467e58de46801593c3cf006fa;""
Чашка алмазная двойной сегмент ф230*22,23 Espire;3123.51;20%;Штука;Описание: Чашка алмазная двойной сегмент ф230*22,23 Espire || Диаметр посадочный: 22.23мм || Внешний диаметр: 230.0мм || Назначение: Для работы по бетону, мрамору, граниту || Вес: 450.0г || Тип: Алмазная двойной сегмент;23.91.11;Жернова, точильные камни, шлифовальные круги и аналогичные изделия без каркаса, для обработки камней, и их части, из природного камня, агломерированных природных или искусственных абразивов или керамики;c6c110ec32dd63fb56c5856960a8e192;156
Пирожное бисквитное Медвеженок Барни с шоколадной начинкой 30 г (24 штуки в упаковке);898.7;10%;Упаковка;Описание: Пирожное бисквитное Медвеженок Барни с шоколадной начинкой 30 г (24 штуки в упаковке) || Вес: 720г || Глазурь: False || Количество штук в транспортном коробе: 24шт || Наполнитель: шоколадный || Остаточный срок годности на момент поставки: 6.0ч || Тип упаковки: картонная коробка;10.72.12.160;Торты и пирожные длительного хранения;b711eb14ed10ebb2dc87d8cffe6a10df;616
